intercept,long,lat,age,TLA,rooms,lotsize,syear1994,syear1995,syear1996,syear1997,syear1998,ages_sq,log_price
1,49.3609486544728,20.6866792549143,0.91,7.70526247486633,9,10.8609010336993,0,0,0,1,0,0.8281,12.031719258385396
1,48.9485504271449,20.715727479587002,0.05,7.39018142822643,5,10.6782147200885,1,0,0,0,0,0.0025,11.722781121957503
1,48.9484553028849,20.7320012145673,0.04,7.30451594646016,5,10.6782147200885,0,0,1,0,0,0.0016,11.813030057420567
1,48.9638647653969,20.7364658069002,0.06,7.20340552108309,5,10.6964800680658,0,0,0,0,0,0.0036,11.4607897105497
1,49.1819172194824,20.757117205003,0.25,7.52185925220163,7,10.888912479244,0,0,0,1,0,0.0625,12.069680020624618
1,49.8097582366822,20.7594516083433,0.03,7.79110951061003,7,9.58128304604592,0,0,0,1,0,0.0009,12.427214194173711
1,49.8128136594013,20.759497691134097,0.04,7.80343505695217,8,9.66580126640559,0,1,0,0,0,0.0016,12.387977448827787
1,49.1447349563604,20.798656924404202,0.35,7.88306935130575,8,11.1034523354645,0,0,1,0,0,0.1225,12.176901268229894
1,49.9368948004878,20.7881606524302,0.34,7.2115567333138,6,9.40919123072135,0,0,0,1,0,0.1156,11.03488966402723
1,49.8032450596873,20.7908095882658,0.05,7.50163445788341,6,9.39266192877014,1,0,0,0,0,0.0025,12.103486056755072
1,49.9403475251459,20.7916005697434,0.37,7.48436864328613,7,9.39266192877014,0,0,0,1,0,0.1369,11.531747219210816
1,49.9358077699516,20.7964616355332,0.34,7.60638738977265,7,9.45720044990771,0,0,0,1,0,0.1156,11.652687407345388
1,49.7999079615494,20.8004307615677,0.02,7.65775527113487,7,9.39266192877014,0,0,0,1,0,0.0004,10.558413520275876
1,49.7856316659307,20.801875005849897,0.02,7.79646924308606,7,9.39266192877014,0,0,1,0,0,0.0004,10.46310334047155
1,49.2338229934284,20.8151052417405,0.45,7.03702761468628,5,10.6818945770469,0,0,0,0,0,0.2025,11.314474526246391
1,49.120493509225405,20.827964688474,0.28,7.5109777520141,8,11.3713619006484,1,0,0,0,0,0.0784,11.9891596439666
1,49.7062148610565,20.8203768195137,0.07,7.75619534394812,5,11.2142768121253,0,0,0,0,1,0.0049,12.29796791023443
1,49.7829808937597,20.822316163544297,0.02,7.65775527113487,7,9.51044496442652,0,0,0,1,0,0.0004,10.491274217438248
1,49.809785557297,20.8227955826466,0.02,7.58832367733522,7,9.59212735272977,0,0,1,0,0,0.0004,10.505067539570582
1,49.8213346215683,20.8227005972999,0.02,7.64300363556072,6,9.59192253962101,0,0,0,1,0,0.0004,10.594131602877955
1,49.579949966810496,20.8365466074914,0.28,7.51207124583547,7,11.3593196366844,0,0,1,0,0,0.0784,12.190959007720126
1,49.4087032024879,20.839763030135202,0.23,8.01035958891978,9,10.6818945770469,0,1,0,0,0,0.0529,12.388394202324129
1,49.1233194322284,20.8528695840786,0.33,7.75190533307861,8,10.2750511089686,1,0,0,0,0,0.1089,12.071969661006694
1,49.112342242071804,20.8593760496955,0.32,7.73892375743946,8,10.8948857568971,0,0,1,0,0,0.1024,12.180754837545884
1,49.101494031041305,20.8599938442064,0.26,7.2848209125686,5,11.9965854206635,0,0,0,0,0,0.0676,12.013700752882718
1,49.2071795278507,20.8874755150695,0.22,7.69074316354187,8,12.2670360334883,0,0,1,0,0,0.0484,10.87804719253426
1,49.1286766333851,20.90030687587,0.16,7.56734567601324,7,12.2945412935178,1,0,0,0,0,0.0256,11.90429164869889
1,49.996629543998,20.895787590502298,0.34,7.86249719723055,7,10.9259384802387,0,1,0,0,0,0.1156,12.040608205802641
1,49.242524995729404,20.9278160916661,0.22,7.88457651059632,8,12.2741984745778,0,0,1,0,0,0.0484,12.269047444691562
1,48.519954457538596,20.9740242846115,0.09,7.04053639021596,5,12.2681080364496,0,0,1,0,0,0.0081,11.813030057420567
1,48.4695267378061,20.980175553823,0.15,7.03878354138854,5,10.6712782760918,0,0,0,0,1,0.0225,11.440354772135393
1,48.9888655838965,20.985870353852,0.42,6.98471632011827,6,10.2072890068678,1,0,0,0,0,0.1764,11.082142548877775
1,48.9417811150913,20.9930823301307,0.13,7.82644313545601,9,10.7276629955025,0,1,0,0,0,0.0169,12.072541252905651
1,48.984332594169196,21.0099754838532,0.14,7.86710550031674,7,12.4308149182081,0,0,0,0,1,0.0196,12.577636201962656
1,48.99744787727,21.0098992044727,0.74,8.48384321173468,9,10.6818945770469,0,0,0,0,0,0.5476,12.037653993905211
1,49.7530058467523,20.9996761085131,1.27,7.29709100516042,6,10.534759329378,0,0,0,0,0,1.6129,11.184421397998193
1,49.265532944191996,21.025776569555003,0.7,7.41397029019044,8,10.9380767427691,0,1,0,0,0,0.49,11.407564949312402
1,49.721663087626,21.034828508830802,0.34,7.6182510978767,6,11.2054351652066,0,0,0,0,0,0.1156,11.418614785498987
1,49.729182429404,21.0414755495098,0.34,7.24064969425547,6,10.5447886543725,0,0,0,1,0,0.1156,11.292278793854607
1,49.2917642399277,21.051236899346097,0.32,7.29573507274928,5,12.3639307301458,1,0,0,0,0,0.1024,11.751942365440728
1,49.291580848925896,21.056349000525,0.38,7.46508273639955,6,12.2690850026717,0,0,0,0,0,0.1444,11.585246126549855
1,50.317835945172,21.058927494739798,0.99,7.44073370738926,6,10.8415397761918,0,0,1,0,0,0.9801,12.111761966058932
1,50.2738232291407,21.061091815745698,0.42,7.42117752859539,6,9.5324238711453,1,0,0,0,0,0.1764,11.77528972943772
1,49.2972244807003,21.0787140019286,0.35,7.65728279297819,9,11.9210536904979,0,0,0,0,1,0.1225,11.964001084330445
1,49.770441162543804,21.0736385340518,0.05,7.66058546170326,8,12.1688898544025,0,1,0,0,0,0.0025,12.320226882832477
1,50.2563434234554,21.0709334489299,0.37,7.72179177681754,8,9.95227771670556,0,0,1,0,0,0.1369,11.925035115797062
1,49.9055365876209,21.0767052383734,0.52,7.42297125104942,7,10.9277354259154,0,0,0,0,0,0.2704,11.37366339763672
1,50.2642292227588,21.0773144740932,0.34,7.44073370738926,7,9.28730141311231,0,1,0,0,0,0.1156,11.607326140391713
1,50.2467943729953,21.078025624992097,0.4,7.61233683716775,6,9.48036750918924,0,0,0,0,1,0.16,11.790557201568507
1,50.1864764217885,21.0798142482144,0.22,7.01929665371504,6,9.07107830464268,0,1,0,0,0,0.0484,11.26446410567173
1,50.2659041813524,21.0809130067196,0.38,6.98007594056176,5,8.93590352627442,0,1,0,0,0,0.1444,11.289781913656018
1,50.1808299806264,21.0836335728117,0.29,7.2283884515736,7,9.68034400122192,0,0,0,0,1,0.0841,11.652687407345388
1,50.3168612970645,21.0828542385374,1.02,7.24708058458576,6,8.8246778911642,0,1,0,0,0,1.0404,11.26446410567173
1,50.357918185146396,21.0868850545482,1.12,7.67508185771633,6,9.01188943325234,0,0,0,0,0,1.2544,11.44571671527678
1,50.2820758565674,21.0893159809138,0.71,7.35244110024358,7,9.86786037489298,0,1,0,0,0,0.5041,11.23453343942554
1,50.194312929831604,21.0917821188966,0.31,7.09007683577609,6,9.39266192877014,0,0,0,1,0,0.0961,11.002099841204238
1,49.2767770856595,21.107083547720798,0.05,7.33693691370762,6,10.768969083357,0,0,0,0,1,0.0025,11.931635799828413
1,50.201936841469994,21.094178516201403,0.34,7.12929754892937,6,9.39266192877014,0,0,0,0,0,0.1156,11.141861783579396
1,50.144737678389,21.095773117860798,0.7,6.8351845861473,6,9.03598698483141,0,0,0,0,1,0.49,10.4341158035983
1,48.5294782237553,21.119727530429703,0.57,7.48211892355212,6,11.2796305625996,0,0,0,0,0,0.3249,11.141861783579396
1,50.323483541657396,21.0971499332582,0.71,7.21229446850034,6,8.8246778911642,0,0,0,1,0,0.5041,11.350406535472453
1,50.3340734863734,21.1005523370216,0.9,6.81563999007433,5,9.04782144247841,1,0,0,0,0,0.81,11.071314910225711
1,50.2870475137103,21.1017785042224,0.72,7.11395610956603,6,8.99961934066053,0,0,0,1,0,0.5184,11.49272275765271
1,50.2892445216961,21.1026266416401,0.49,6.89568269774787,4,9.41662256621498,0,0,1,0,0,0.2401,11.314474526246391
1,50.3955356120643,21.1015154042562,0.97,7.52402141520612,7,9.20029003612268,0,0,0,0,1,0.9409,11.49781182716018
1,50.188348198590006,21.1047802424661,0.41,7.28892769452126,7,9.90348755253613,0,0,1,0,0,0.1681,11.032467377820634
1,50.3426781350052,21.1046032502888,1.17,6.84161547647759,5,8.61250337122056,0,0,0,0,1,1.3689,11.00043178410354
1,50.315120836302704,21.1056471553237,1.57,6.96413561241824,6,8.8246778911642,0,0,1,0,0,2.4649,11.156250521031495
1,50.3195151996257,21.1073769222965,0.77,6.8501261661455,5,8.8246778911642,0,1,0,0,0,0.5929,11.06663836234181
1,50.1808328370427,21.111657055375,0.21,7.37211802833779,6,9.21034037197618,0,1,0,0,0,0.0441,11.288531131754366
1,50.4264622717355,21.1086272937703,0.57,7.5207764150628,8,9.07107830464268,0,1,0,0,0,0.3249,11.884489021402711
1,50.3027177773386,21.118929997170202,0.42,7.10332206252611,7,8.26873183211774,0,0,0,0,1,0.1764,10.980195005816189
1,50.4168825254431,21.1217044052822,0.41,7.65539064482615,6,9.19013766465866,0,0,0,0,1,0.1681,11.813030057420567
1,50.3309796724743,21.1238630298345,0.74,7.23273313617761,6,8.8246778911642,0,0,0,0,0,0.5476,11.074420502783864
1,50.3985908239981,21.145270710974,0.51,7.25559127425367,7,9.02401079378469,0,0,0,1,0,0.2601,11.37366339763672
1,50.434948011036504,21.1474574432929,1.49,7.34858753092759,7,9.07107830464268,0,0,0,0,1,2.2201,11.48246625748552
1,50.4067993579027,21.1484501368429,0.82,6.98471632011827,5,8.79482492801452,1,0,0,0,0,0.6724,11.225243392518447
1,50.396944816217,21.1494909593227,0.8,7.28344822875663,6,9.02401079378469,1,0,0,0,0,0.64,11.491701828518602
1,50.4059591891575,21.1593795910755,0.7,7.08002649992259,6,8.55641390456952,0,1,0,0,0,0.49,11.314474526246391
1,50.3699158919524,21.163854480439298,0.97,7.04403289727469,5,8.68270762989381,0,0,1,0,0,0.9409,10.839580911706463
1,50.4150808512696,21.1635022847505,1.27,7.09672137849476,6,9.23989917421773,0,0,0,1,0,1.6129,11.289781913656018
1,50.4510657004726,21.1659946120076,0.92,8.0013550258267,8,9.41735454136051,0,0,0,0,0,0.8464,12.254862809699606
1,50.4228364031661,21.1665101437973,0.8,7.01121398735037,5,8.8246778911642,0,0,1,0,0,0.64,11.192720200812888
1,50.4017634228997,21.1701311779025,0.87,6.97354301952014,6,9.10497985631836,0,1,0,0,0,0.7569,10.915088464214607
1,50.4078299559561,21.1785259460083,0.74,6.61606518513282,5,8.7160440501614,0,0,0,0,1,0.5476,10.596634733096073
1,50.3721564189715,21.1799858085877,0.92,6.91968384984741,4,8.79482492801452,0,0,0,0,1,0.8464,11.054059580134949
1,50.4108063392742,21.1841069459985,0.52,6.5792512120101,4,8.7160440501614,0,0,0,0,0,0.2704,10.46310334047155
1,50.4570233492999,21.191562935523102,0.77,7.34148385236316,7,9.42545175159313,0,0,1,0,0,0.5929,11.931635799828413
1,49.2925848818196,21.2078616536877,0.47,6.47389069635227,4,12.2685778508816,1,0,0,0,0,0.2209,10.896739325546411
1,50.4226636646408,21.1952023188369,0.73,6.59030104819669,5,8.7160440501614,0,1,0,0,0,0.5329,10.714417768752456
1,50.4400698845294,21.1956952999694,0.48,7.3664451483276,5,9.58190392840867,0,0,0,0,1,0.2304,11.379394072345706
1,50.4119707149464,21.205995010425298,0.33,7.3132203870903,5,9.11602969250494,0,1,0,0,0,0.1089,11.59910316121128
1,49.446514761678394,21.2197849436652,0.74,7.02464903045364,6,10.7298535768823,0,0,0,1,0,0.5476,11.225243392518447
1,50.4711894573095,21.2070494682238,0.44,7.32184971378836,6,8.79482492801452,0,0,1,0,0,0.1936,11.225243392518447
1,50.464876906868696,21.207809735247398,0.21,7.26822302115957,7,9.35010231435134,0,1,0,0,0,0.0441,11.289781913656018
1,50.446163819690895,21.2087661588148,0.49,6.95939851213398,4,8.79482492801452,0,0,0,1,0,0.2401,11.141861783579396
1,50.4305756261567,21.2101262323964,0.56,7.72753511047545,8,9.51044496442652,0,0,0,0,1,0.3136,11.915051671812877
1,50.464727025514996,21.211010574425202,0.74,7.44424864949671,7,9.22029070282935,0,0,0,0,0,0.5476,11.156250521031495
1,50.4174163496593,21.2122432479828,0.44,6.97354301952014,6,9.02401079378469,0,0,0,0,1,0.1936,11.095878545868636
1,50.3583226379306,21.2212324463162,0.44,7.23849684089437,6,10.6115233455898,0,1,0,0,0,0.1936,11.542484267211773
1,50.5266827032087,21.2224411074763,0.72,7.60489448081162,7,9.48036750918924,0,0,0,1,0,0.5184,12.072541252905651
1,50.4311241418633,21.2258246133059,0.12,7.09672137849476,5,8.95027346655738,0,0,1,0,0,0.0144,11.635143097694478
1,50.411972654074,21.2289202773672,0.26,7.14361760270412,6,8.99961934066053,0,0,0,0,1,0.0676,11.691071650353702
1,50.4532650194876,21.2305985450892,0.49,6.92264389147589,6,8.77955745588373,0,0,0,1,0,0.2401,11.271490643683768
1,50.4721847774348,21.2308169530957,0.5,7.12125245324454,5,9.10497985631836,1,0,0,0,0,0.25,11.275936506833965
1,50.392033803600704,21.233015391791,0.33,7.15929190479756,6,9.19013766465866,0,0,0,0,0,0.1089,11.407564949312402
1,50.5521949926911,21.2402361977038,0.21,7.4770384723197,6,9.21034037197618,0,0,0,0,0,0.0441,11.308358299228955
1,50.571384016724295,21.2400205040295,0.47,7.35819375273303,8,8.98719682066197,1,0,0,0,0,0.2209,11.326595886778735
1,50.5993714809375,21.2416686203411,0.87,7.60887062919126,9,8.29404964010203,0,0,0,0,0,0.7569,11.154820928221902
1,50.6014155323163,21.2442968208607,0.35,7.20340552108309,5,8.29404964010203,0,0,0,1,0,0.1225,11.626254150277232
1,49.716326704930296,21.259283179288598,0.64,7.00669522683704,5,11.0103986440189,0,0,0,0,1,0.4096,11.156250521031495
1,50.3876057882435,21.2507566078003,0.42,7.25347038268453,7,8.88183630500415,0,0,0,0,0,0.1764,11.112447898373103
1,50.5467601113372,21.248826038820702,0.45,7.07665381544395,6,8.69951474821019,0,1,0,0,0,0.2025,10.896739325546411
1,50.527466147006905,21.2518538744632,0.46,7.57250298502038,6,8.49699048409872,0,0,0,0,0,0.2116,11.429543856031177
1,50.4043271294878,21.2550675492293,0.41,6.94022246911964,5,8.80986280537906,0,0,0,1,0,0.1681,11.332601910838946
1,50.6141753318774,21.2551836942972,0.48,7.27724772663148,6,8.88183630500415,0,0,0,1,0,0.2304,11.401993904262946
1,50.5656172504738,21.255834181864,0.36,7.83201418050547,9,8.98719682066197,0,0,0,0,1,0.1296,11.695247021764184
1,49.784442394097496,21.26859753418,0.1,8.23880116587155,10,11.3314035883468,0,0,0,0,1,0.01,12.86099861326992
1,49.586104415680296,21.2715993284153,0.02,7.91059061225648,8,12.9539447257794,1,0,0,0,0,0.0004,10.668955394675699
1,50.520659448919105,21.258829027358697,0.46,6.64639051484773,4,9.02401079378469,0,0,0,0,1,0.2116,11.326595886778735
1,50.5819293306902,21.2601989294211,0.43,6.64768837356333,5,8.38935981990635,1,0,0,0,0,0.1849,10.882753083571671
1,50.4790821810122,21.2620045381633,0.49,6.90274273715859,6,9.10497985631836,0,0,1,0,0,0.2401,11.33857207782545
1,50.399397787893804,21.263274203176902,0.15,7.0475172213573,6,9.16951837745593,0,0,1,0,0,0.0225,11.359774285476053
1,50.5809293743563,21.2615558499804,0.43,6.91373735065968,5,8.68270762989381,0,0,1,0,0,0.1849,11.19684391799675
1,50.590952409646896,21.2620370061742,0.46,7.04141166379481,6,8.57546209954021,0,0,0,0,0,0.2116,11.097410021008562
1,49.9290347406177,21.2716680775385,0.29,8.04750951098142,10,12.7933036004986,0,0,0,0,0,0.0841,12.936033799212835
1,50.5667867758365,21.2636940159253,0.38,7.34794382314869,6,8.69951474821019,0,0,0,0,1,0.1444,11.813030057420567
1,50.545931347898204,21.2729727647029,0.43,7.14361760270412,6,8.66561319653451,0,0,0,0,0,0.1849,11.127262984158243
1,49.7968651837077,21.2831292901387,0.09,8.12058871174027,10,10.9187182322652,0,0,0,0,1,0.0081,12.821258284620408
1,50.4113350844801,21.274823744061003,0.1,7.53369370984863,7,8.96187901267768,1,0,0,0,0,0.01,11.851181823384943
1,50.4595210158515,21.2745010375646,0.43,7.15773548424991,6,8.77955745588373,0,0,0,1,0,0.1849,11.213170811284177
1,49.6775111610502,21.287046150233202,1.37,6.97260625130175,4,10.5240640402612,0,0,0,0,1,1.8769,10.858998997563564
1,50.6548448968448,21.2747750924492,0.48,7.52940645783701,6,9.20029003612268,0,0,1,0,0,0.2304,11.379394072345706
1,50.6232442704976,21.2754595152825,0.52,6.65672652417839,5,8.41183267575841,0,1,0,0,0,0.2704,10.976782033219948
1,50.5820146446316,21.2770918745166,0.47,7.0647590277918,6,8.61250337122056,0,0,1,0,0,0.2209,11.03488966402723
1,50.553532284315,21.2776945249398,0.43,7.0825485693553,7,9.38429367909962,0,0,1,0,0,0.1849,11.225243392518447
1,50.4183967773337,21.2815949445094,0.1,7.32514895795557,6,8.96187901267768,0,0,0,0,1,0.01,11.863582336583399
1,50.6595503924061,21.2794463054571,0.49,7.16162200293919,6,9.52515111181622,0,0,1,0,0,0.2401,11.407564949312402
1,50.5262055478592,21.2812155409266,0.44,6.77422388635761,5,9.28730141311231,1,0,0,0,0,0.1936,11.205040685200927
1,50.469327123975496,21.2819809138344,0.43,7.07157336421153,6,9.0825070004663,0,0,0,0,1,0.1849,11.429543856031177
1,50.619539083667796,21.2817606469382,0.5,7.21964204013074,7,8.45531778769815,0,0,0,0,1,0.25,11.453175460564454
1,50.4223082287516,21.2853865255482,0.1,7.6226639513236,5,8.96187901267768,0,0,0,0,0,0.01,11.678439903447801
1,50.463923123269,21.285195097787202,0.43,7.350516171834,6,9.10497985631836,1,0,0,0,0,0.1849,11.383955083673268
1,50.4236092085731,21.2866467254966,0.1,7.28344822875663,5,8.96187901267768,0,0,0,1,0,0.01,11.758925798427367
1,50.4575585715938,21.2863893026882,0.43,7.44424864949671,8,8.90923527919226,0,1,0,0,0,0.1849,11.314474526246391
1,50.6987343805486,21.283509163109002,0.44,7.55276208421415,7,9.01188943325234,0,0,1,0,0,0.1936,11.77528972943772
1,50.5387066609023,21.285640079805297,0.45,7.09257371597468,5,9.57498348556409,0,0,0,0,1,0.2025,11.089041771338046
1,50.616668803687105,21.2855407998664,0.46,6.87935580446044,5,9.03598698483141,0,1,0,0,0,0.2116,11.289781913656018
1,50.459117404571,21.2876017531782,0.43,6.87523208727658,5,8.88183630500415,0,1,0,0,0,0.1849,11.320553572322773
1,49.7844232450989,21.2981100715981,0.09,8.10470346837111,8,11.3095845409522,0,0,0,1,0,0.0081,12.542544882151386
1,49.8117430700456,21.2979156508044,0.03,8.18395571730495,8,9.99309971122582,0,0,1,0,0,0.0009,12.697715449879391
1,50.7012119947981,21.2861654179879,0.51,7.60787807327851,6,9.23014299927236,0,0,1,0,0,0.2601,11.665646551987892
1,50.5193394413903,21.289368854962902,0.44,6.97914527506881,6,9.23989917421773,0,0,1,0,0,0.1936,11.27720313144916
1,50.4196363272669,21.2908531572629,0.2,7.40549566319947,7,8.96187901267768,0,0,0,0,0,0.04,11.379394072345706
1,50.5538075532145,21.2898977729087,0.46,6.76849321164863,5,8.69951474821019,0,0,0,0,0,0.2116,10.968198289528557
1,50.550318412641,21.2903096391314,0.48,6.90675477864855,5,9.10497985631836,0,0,0,0,1,0.2304,11.225243392518447
1,50.6324899225056,21.2900685083365,0.46,6.68461172766793,5,8.85366542803745,0,0,0,0,1,0.2116,11.074420502783864
1,50.5263897471594,21.2940752978567,0.46,7.25276241805319,7,9.28730141311231,0,0,0,0,1,0.2116,11.502875129116727
1,50.0045185834642,21.3015939366906,0.02,7.69439280262942,6,9.62066034281053,0,0,0,1,0,0.0004,10.305613759378778
1,50.4604174546776,21.2964260545347,0.43,6.87523208727658,5,8.88183630500415,1,0,0,0,0,0.1849,11.225243392518447
1,50.5605106194289,21.296141849328198,0.44,7.04925484125584,5,8.88183630500415,0,1,0,0,0,0.1936,11.16336798880036
1,49.9770747984325,21.3042708688654,0.04,7.61529833982581,6,9.30555963855712,0,0,1,0,0,0.0016,12.206072645530174
1,49.981626088984605,21.306518481542902,0.02,7.6586995582683,8,9.42035815607147,0,0,1,0,0,0.0004,10.542706391070517
1,50.6142970784017,21.2982225059853,0.43,7.22766249872865,6,9.03598698483141,0,0,0,0,0,0.1849,11.002099841204238
1,49.9737076906123,21.3086713571834,0.03,7.64491934495886,7,9.37577006109992,0,0,0,1,0,0.0009,12.25590512344471
1,49.8296204854333,21.3107498925559,0.05,8.03430693633949,8,9.91041351260686,0,1,0,0,0,0.0025,12.621488084491506
1,50.434434858299504,21.3031428965896,0.17,7.27239839257005,8,8.99961934066053,0,1,0,0,0,0.0289,11.571194373094205
1,50.711153508461095,21.2998890294606,0.77,7.68799716639302,7,9.38429367909962,0,0,0,0,0,0.5929,11.884489021402711
1,50.6796281788881,21.3024582770351,0.5,7.38770923908104,7,9.39266192877014,0,0,0,0,1,0.25,11.430630222243398
1,50.641074087635495,21.3038530930912,0.46,7.07157336421153,5,9.12695876303713,0,0,0,0,0,0.2116,11.302204433654575
